SessionID,CommandID,Time,Type,Data
56ae806af7ff8a2,0,1762816844360090657,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0ca0""}"
56ae806af7ff8a2,0,1762816844360091770,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0c40""}"
56ae806af7ff8a2,0,1762816844360093346,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0b40""}"
56ae806af7ff8a2,0,1762816844360094492,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0c40""}"
56ae806af7ff8a2,0,1762816844360095605,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0b40""}"
56ae806af7ff8a2,0,1762816844360096707,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0ca0""}"
56ae806af7ff8a2,0,1762816844360097820,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0ae0""}"
56ae806af7ff8a2,0,1762816844360099022,STAT_CREATED,"{""size"":88,""address"":""0x7f5550031d60""}"
56ae806af7ff8a2,0,1762816844360100157,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0ae0""}"
56ae806af7ff8a2,0,1762816844360101380,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0ca0""}"
56ae806af7ff8a2,0,1762816844360102482,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0c40""}"
56ae806af7ff8a2,0,1762816844360104367,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0b40""}"
56ae806af7ff8a2,0,1762816844360105590,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0c40""}"
56ae806af7ff8a2,0,1762816844360106725,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0b40""}"
56ae806af7ff8a2,0,1762816844360112148,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0ca0""}"
56ae806af7ff8a2,0,1762816844360113393,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0ae0""}"
56ae806af7ff8a2,0,1762816844360114616,STAT_CREATED,"{""size"":88,""address"":""0x7f5550031fe0""}"
56ae806af7ff8a2,0,1762816844360115740,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0ae0""}"
56ae806af7ff8a2,0,1762816844360117008,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0ca0""}"
56ae806af7ff8a2,0,1762816844360118143,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0c40""}"
56ae806af7ff8a2,0,1762816844360119697,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0b40""}"
56ae806af7ff8a2,0,1762816844360120920,STAT_CREATED,"{""size"":88,""address"":""0x7f55755f0c40""}"
56ae806af7ff8a2,0,1762816844360122088,STAT_DESTROYED,"{""size"":88,""address"":""0x7f55755f0b40""}"
